100,2,0.0009500980
200,2,0.0032680035
300,2,0.0078799725
400,2,0.0086801052
500,2,0.0079460144
600,2,0.0112531185
700,2,0.0162069798
800,2,0.0207970142
900,2,0.0247669220
1000,2,0.0318400860
1100,2,0.0359499454
1200,2,0.0421731472
1300,2,0.0499410629
1400,2,0.0556929111
1500,2,0.0691280365
1600,2,0.0813632011
1700,2,0.0866518021
1800,2,0.0903959274
1900,2,0.1120009422
2000,2,0.1096420288
2100,2,0.1272640228
2200,2,0.1348309517
2300,2,0.1462810040
2400,2,0.1723110676
2500,2,0.1872849464
2600,2,0.1887428761
2700,2,0.1964061260
2800,2,0.2102451324
2900,2,0.2519299984
3000,2,0.2511918545
3100,2,0.2707951069
3200,2,0.2845299244
3300,2,0.2992942333
3400,2,0.3307318687
3500,2,0.3541312218
3600,2,0.3623239994
3700,2,0.3749408722
3800,2,0.4172949791
3900,2,0.4208710194
4000,2,0.4445099831
4100,2,0.4729280472
4200,2,0.5391139984
4300,2,0.5016810894
4400,2,0.6061449051
4500,2,0.5613851547
4600,2,0.5853078365
4700,2,0.6224641800
4800,2,0.6212720871
4900,2,0.6444239616
5000,2,0.7153489590
5100,2,0.7351880074
5200,2,0.7411561012
5300,2,0.7798011303
5400,2,0.8091061115
5500,2,0.8207769394
5600,2,0.8526279926
5700,2,0.8818330765
5800,2,0.9069869518
5900,2,0.9633741379
6000,2,1.0139100552
6100,2,1.3752908707
6200,2,1.1276800632
6300,2,1.3073480129
6400,2,1.1353988647
6500,2,1.1456501484
6600,2,1.1704480648
6700,2,1.2361421585
6800,2,1.2360579967
6900,2,1.3002250195
7000,2,1.3388898373
7100,2,1.4026679993
7200,2,1.9112229347
7300,2,1.7228770256
7400,2,1.5547509193
7500,2,1.7071671486
7600,2,1.7851669788
7700,2,1.7734570503
7800,2,1.8688371181
7900,2,1.8845090866
8000,2,1.9184169769
8100,2,2.0129659176
8200,2,2.0199220181
8300,2,2.0526740551
8400,2,2.1549258232
8500,2,2.1814200878
8600,2,2.1797368526
8700,2,2.2536580563
8800,2,2.5721378326
8900,2,2.6829931736
9000,2,2.4156990051
9100,2,2.4984188080
9200,2,2.5116689205
9300,2,2.8357059956
9400,2,3.1022460461
9500,2,2.6890449524
9600,2,2.7172088623
9700,2,3.0018799305
9800,2,3.5211179256
9900,2,3.7644450665
10000,2,3.6469941139
