100,100,0.0316751003
200,200,0.2132730484
300,300,0.9334490299
400,400,2.4785959721
500,500,5.2493829727
600,600,10.3913521767
700,700,18.7723171711
800,800,31.0399019718
900,900,49.6175498962
1000,1000,140.6512529850
1100,1100,106.2767510414
1200,1200,147.9685349464
1300,1300,212.3160920143
1400,1400,288.4137191772
1500,1500,372.0906639099
